name,sub_type_label,sub_type_extra,sub_type,category,line_name,place_id,completion_year,type,city,district,public_type,curriculum_offered,latitude,longitude
Brainy Bunch  - Sri Damansara,Elementary High Kindergarten,None,elementary,education,None,,None,Preschool,None,None,None,Montessori,3.187011,101.615323
Sekolah Sri Bestari,Primary Secondary Kindergarten,None,primary,education,None,,None,Private School,None,None,None,Local Curriculum,3.19437,101.6101199
Sekolah Menengah Kebangsaan Taman Ehsan,Secondary,['SM Kebangsaan'],secondary,education,None,,None,Public School,None,None,['SM Kebangsaan'],None,3.222395,101.623458
Sekolah Kebangsaan Desa Amanpuri,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.217223,101.614163
Sri Bestari International School,Primary Secondary reception,None,primary,education,None,,None,International School,None,None,None,British,3.190963,101.6094795
Sekolah Menengah Kebangsaan Kepong,Secondary,['SM Kebangsaan'],secondary,education,None,,None,Public School,None,None,['SM Kebangsaan'],None,3.225578,101.63539200000001
Sekolah Kebangsaan Bandar Baru Sri Damansara 2,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.196095,101.607499
Sekolah Kebangsaan Taman Seri Sinar,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.18827,101.654
Sekolah Menengah Kebangsaan Segambut Jaya,Secondary,['SM Kebangsaan'],secondary,education,None,,None,Public School,None,None,['SM Kebangsaan'],None,3.18552,101.65299999999999
Brainy Bunch -  Segambut (new),Elementary High Kindergarten,None,elementary,education,None,,None,Preschool,None,None,None,Montessori,3.1852185,101.6537584
Sekolah Jenis Kebangsaan (Tamil) Segambut,Primary,['Jenis Kebangsaan (T)'],primary,education,None,,None,Public School,None,None,['Jenis Kebangsaan (T)'],None,3.195592,101.658441
Parkcity Medical Centre,Hospital,None,hospital,healthcare,None,,None,Private,None,None,None,None,3.1894857000000005,101.63829009999999
Klinik Pakar Wanita Kepong Dan Pusat Bersalin,Hospital,None,hospital,healthcare,None,,None,Private,None,None,None,None,3.2131060000000002,101.64611020000001
Kepong,KTM Komuter,None,ktm komuter,transportation,KTM Port Klang Line,,1995,None,None,None,None,None,3.2025,101.63722220000001
Kepong Sentral,MRT,None,mrt,transportation,MRT Sungai Buloh-Serdang-Putrajaya Line,,2022,None,None,None,None,None,3.2079459999999997,101.628578
Kepong Sentral,KTM Komuter,None,ktm komuter,transportation,KTM Port Klang Line,,1995,None,None,None,None,None,3.2086111,101.6280556
Sri Damansara East,MRT,None,mrt,transportation,MRT Sungai Buloh-Serdang-Putrajaya Line,,2022,None,None,None,None,None,3.198734,101.621178
Metro Prima,MRT,None,mrt,transportation,MRT Sungai Buloh-Serdang-Putrajaya Line,,2022,None,None,None,None,None,3.2145669999999997,101.64065699999999
Kepong Baru,MRT,None,mrt,transportation,MRT Sungai Buloh-Serdang-Putrajaya Line,,2022,None,None,None,None,None,3.211774,101.647816
Sri Damansara West,MRT,None,mrt,transportation,MRT Sungai Buloh-Serdang-Putrajaya Line,,2022,None,None,None,None,None,3.1985959999999998,101.60824699999999
Jinjang,MRT,None,mrt,transportation,MRT Sungai Buloh-Serdang-Putrajaya Line,,2022,None,None,None,None,None,3.209457,101.65561600000001
United Point,KTM Komuter,None,ktm komuter,transportation,KTM Port Klang Line,,2019,None,None,None,None,None,3.1916919999999998,101.655263
Sekolah Jenis Kebangsaan (Cina) Yoke Nam,Primary,['Jenis Kebangsaan (C)'],primary,education,None,,None,Public School,None,None,['Jenis Kebangsaan (C)'],None,3.074306,101.67567700000001
Sekolah Kebangsaan Seri Indah,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.06725,101.675
Sekolah Kebangsaan Seri Mega,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.07728,101.671
Sekolah Kebangsaan Seri Saujana,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.068956412,101.6835191
Sekolah Menengah Kebangsaan Seri Saujana,Secondary,['SM Kebangsaan'],secondary,education,None,,None,Public School,None,None,['SM Kebangsaan'],None,3.0679936110000003,101.6840713
Sekolah Jenis Kebangsaan (Cina) La Salle,Primary,['Jenis Kebangsaan (C)'],primary,education,None,,None,Public School,None,None,['Jenis Kebangsaan (C)'],None,3.075479,101.68823
Sekolah Menengah Kebangsaan Taman Yarl,Secondary,['SM Kebangsaan'],secondary,education,None,,None,Public School,None,None,['SM Kebangsaan'],None,3.06747,101.667
Sekolah Menengah Kebangsaan Bandar Baru Seri Petaling,Secondary,['SM Kebangsaan'],secondary,education,None,,None,Public School,None,None,['SM Kebangsaan'],None,3.06615,101.68799999999999
Sekolah Kebangsaan Bandar Baru Seri Petaling 2,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.0664439999999997,101.689306
Sekolah Menengah Kebangsaan Dharma,Secondary,['SM Kebangsaan'],secondary,education,None,,None,Public School,None,None,['SM Kebangsaan'],None,3.0752666669999997,101.66265
The Montessori Place - Esplanad Residence,Preschool,None,preschool,education,None,,None,Preschool,None,None,None,Montessori,3.0592572999999996,101.6739878
Sekolah Kebangsaan Seri Suria,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.0709,101.662
Sekolah Rendah Sathya Sai,Primary,None,primary,education,None,,None,Private School,None,None,None,Local Curriculum,3.0756759999999996,101.66192149999999
Sekolah Jenis Kebangsaan (Tamil) Ladang Bukit Jalil,Primary,['Jenis Kebangsaan (T)'],primary,education,None,,None,Public School,None,None,['Jenis Kebangsaan (T)'],None,3.063109,101.665338
IMU - International Medical University,Tertiary,None,tertiary,education,None,,None,Private University,None,None,None,None,3.060029,101.687116
Sekolah Jenis Kebangsaan (Tamil) Saraswathy,Primary,['Jenis Kebangsaan (T)'],primary,education,None,,None,Public School,None,None,['Jenis Kebangsaan (T)'],None,3.0835939999999997,101.663381
Sekolah Jenis Kebangsaan (Cina) Lai Meng,Primary,['Jenis Kebangsaan (C)'],primary,education,None,,None,Public School,None,None,['Jenis Kebangsaan (C)'],None,3.05796,101.669026
Sekolah Menengah Kebangsaan Petaling,Secondary,['SM Kebangsaan'],secondary,education,None,,None,Public School,None,None,['SM Kebangsaan'],None,3.0806560000000003,101.660198
Sekolah Kebangsaan Petaling 2,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.0794740000000003,101.659277
Sekolah Kebangsaan Petaling 1,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.079496,101.659176
Sekolah Jenis Kebangsaan (Cina) Choong Wen,Primary,['Jenis Kebangsaan (C)'],primary,education,None,,None,Public School,None,None,['Jenis Kebangsaan (C)'],None,3.09321,101.676
Sekolah Menengah Kebangsaan Seri Sentosa,Secondary,['SM Kebangsaan'],secondary,education,None,,None,Public School,None,None,['SM Kebangsaan'],None,3.0930299999999997,101.682
Sekolah Kebangsaan Seri Setia,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.0928828999999998,101.683978
Sekolah Kebangsaan Bandar Baru Seri Petaling,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.0675830000000004,101.697456
Sekolah Kebangsaan Salak South,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.0809083389999996,101.6972446
The Montessori Place - Calvary Convention Centre,Preschool,None,preschool,education,None,,None,Preschool,None,None,None,Montessori,3.0501237,101.6807575
Sekolah Menengah Kebangsaan (P) Tmn Petaling,Secondary,['SM Kebangsaan'],secondary,education,None,,None,Public School,None,None,['SM Kebangsaan'],None,3.088812,101.65838199999999
Sekolah Menengah Kebangsaan Bukit Jalil,Secondary,['SM Kebangsaan'],secondary,education,None,,None,Public School,None,None,['SM Kebangsaan'],None,3.0507400000000002,101.686
Sekolah Jenis Kebangsaan (Cina) Yuk Chyun,Primary,['Jenis Kebangsaan (C)'],primary,education,None,,None,Public School,None,None,['Jenis Kebangsaan (C)'],None,3.077795,101.65284100000001
Sekolah Kebangsaan Bukit Jalil,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.0502,101.68700000000001
FTMS College,Tertiary,None,tertiary,education,None,,None,Private College,None,None,None,None,3.0541419999999997,101.693735
Al-Madinah International University,Tertiary,None,tertiary,education,None,,None,Private University,None,None,None,None,3.083603,101.700451
Sekolah Jenis Kebangsaan (Cina) Salak South,Primary,['Jenis Kebangsaan (C)'],primary,education,None,,None,Public School,None,None,['Jenis Kebangsaan (C)'],None,3.086843,101.699238
Klinik Kesihatan Petaling Bahagia ,Clinic,None,clinic,healthcare,None,,None,Government,Kuala Lumpur,Kuala Lumpur,None,None,3.079358,101.665244
Taman Desa Medical Centre,Hospital,None,hospital,healthcare,None,,None,Private,None,None,None,None,3.0960669999999997,101.677812
Awan Besar,LRT,None,lrt,transportation,LRT Sri Petaling Line,,2015,None,None,None,None,None,3.062046,101.670441
Sri Petaling,LRT,None,lrt,transportation,LRT Sri Petaling Line,,2015,None,None,None,None,None,3.0614527999999996,101.6870946
Petaling,KTM Komuter,None,ktm komuter,transportation,KTM Port Klang Line,,1995,None,None,None,None,None,3.0858333,101.6638889
Muhibbah,LRT,None,lrt,transportation,LRT Sri Petaling Line,,2015,None,None,None,None,None,3.061927,101.662684
Bukit Jalil,LRT,None,lrt,transportation,LRT Sri Petaling Line,,1998,None,None,None,None,None,3.0580220000000002,101.6921525
Jalan Templer,KTM Komuter,None,ktm komuter,transportation,KTM Port Klang Line,,1995,None,None,None,None,None,3.0833333,101.65638890000001
Taman Naga Emas,MRT,None,mrt,transportation,MRT Sungai Buloh-Serdang-Putrajaya Line,,2022,None,None,None,None,None,3.07792,101.699439
Pantai Dalam,KTM Komuter,None,ktm komuter,transportation,KTM Port Klang Line,,1995,None,None,None,None,None,3.095556,101.670001
Kuchai Lama,MRT,None,mrt,transportation,MRT Sungai Buloh-Serdang-Putrajaya Line,,2022,None,None,None,None,None,3.089718,101.69404499999999
Sekolah Kebangsaan La Salle (1) Sentul,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.1801,101.691742
Sekolah Menengah Kebangsaan La Salle Sentul,Secondary,['SM Kebangsaan'],secondary,education,None,,None,Public School,None,None,['SM Kebangsaan'],None,3.180112,101.69187600000001
Sekolah Jenis Kebangsaan (Tamil) Thamboosamy Pillai,Primary,['Jenis Kebangsaan (T)'],primary,education,None,,None,Public School,None,None,['Jenis Kebangsaan (T)'],None,3.179345,101.68916999999999
Sekolah Jenis Kebangsaan (Cina) Sentul,Primary,['Jenis Kebangsaan (C)'],primary,education,None,,None,Public School,None,None,['Jenis Kebangsaan (C)'],None,3.179826,101.693327
Sekolah Jenis Kebangsaan (Tamil) Sentul,Primary,['Jenis Kebangsaan (T)'],primary,education,None,,None,Public School,None,None,['Jenis Kebangsaan (T)'],None,3.17908,101.693
Sekolah Jenis Kebangsaan (Cina) Chi Man,Primary,['Jenis Kebangsaan (C)'],primary,education,None,,None,Public School,None,None,['Jenis Kebangsaan (C)'],None,3.185308,101.690673
Sekolah Menengah Kebangsaan (L) Methodist Sentul,Secondary,['SM Kebangsaan'],secondary,education,None,,None,Public School,None,None,['SM Kebangsaan'],None,3.17923,101.694
Sekolah Kebangsaan (L) Methodist Sentul,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.1786,101.694
Wesley Methodist School,Secondary,None,secondary,education,None,,None,Private School,None,None,None,Local Curriculum,3.1796,101.6948
Wesley Methodist International School Kuala Lumpur,Primary Secondary A-Levels,None,primary,education,None,,None,International School,None,None,None,British,3.1795791,101.69482690000001
Sekolah Menengah Kebangsaan Convent Sentul,Secondary,['SM Kebangsaan'],secondary,education,None,,None,Public School,None,None,['SM Kebangsaan'],None,3.18662,101.691
Sekolah Jenis Kebangsaan (Tamil) St. Joseph,Primary,['Jenis Kebangsaan (T)'],primary,education,None,,None,Public School,None,None,['Jenis Kebangsaan (T)'],None,3.186604,101.691351
Sekolah Kebangsaan Convent Sentul 1,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.18527,101.694
Sekolah Kebangsaan Convent Sentul 2,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.1855,101.694
Sekolah Kebangsaan Sentul Utama,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.17572,101.69
Sekolah Menengah Kebangsaan Sentul Utama,Secondary,['SM Kebangsaan'],secondary,education,None,,None,Public School,None,None,['SM Kebangsaan'],None,3.1756,101.691
Sekolah Kebangsaan Sri Dhandayuthapani,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.17593,101.68799999999999
Sekolah Kebangsaan Bandar Baru Sentul,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.1837,101.698
Sekolah Kebangsaan Seri Perak,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.1818299999999997,101.699
Sekolah Menengah Kebangsaan Bandar Baru Sentul,Secondary,['SM Kebangsaan'],secondary,education,None,,None,Public School,None,None,['SM Kebangsaan'],None,3.18398,101.699
ICOM - International College Of Music,Tertiary,None,tertiary,education,None,,None,Private College,None,None,None,None,3.1799150000000003,101.699726
Sekolah Jenis Kebangsaan (Cina) Chiao Nan,Primary,['Jenis Kebangsaan (C)'],primary,education,None,,None,Public School,None,None,['Jenis Kebangsaan (C)'],None,3.17889,101.7
Sekolah Menengah Kebangsaan Maxwell,Secondary,['SM Kebangsaan'],secondary,education,None,,None,Public School,None,None,['SM Kebangsaan'],None,3.171138482,101.69134759999999
AIMST University,Tertiary,None,tertiary,education,None,,None,Private University,None,None,None,None,3.170858,101.69225300000001
Sekolah Kebangsaan Sentul 2,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.19213,101.69
Sekolah Menengah Kebangsaan (P) Jalan Ipoh,Secondary,['SM Kebangsaan'],secondary,education,None,,None,Public School,None,None,['SM Kebangsaan'],None,3.18715,101.681
Sekolah Menengah Sains Seri Puteri,Secondary,['SM Berasrama Penuh'],secondary,education,None,,None,Public School,None,None,['SM Berasrama Penuh'],None,3.17042,101.68799999999999
Sekolah Kebangsaan Sentul 1,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.19275,101.69
Sekolah Jenis Kebangsaan (Cina) Chong Hwa,Primary,['Jenis Kebangsaan (C)'],primary,education,None,,None,Public School,None,None,['Jenis Kebangsaan (C)'],None,3.184815,101.701245
Universiti Islam Antarabangsa Malaysia (Uiam),Tertiary,['Public University'],tertiary,education,None,,None,Public University,None,None,['Public University'],None,3.183209,101.702321
Sekolah Kebangsaan Jalan Kuantan 2,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.17693,101.70200000000001
Sekolah Jenis Kebangsaan (Cina) Lai Chee,Primary,['Jenis Kebangsaan (C)'],primary,education,None,,None,Public School,None,None,['Jenis Kebangsaan (C)'],None,3.1908529999999997,101.682198
Sekolah Kebangsaan Jalan Kuantan 1,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.176803837,101.70244100000001
Young Aces Technical College,Tertiary,None,tertiary,education,None,,None,Private College,None,None,None,None,3.1897849999999996,101.67892900000001
Sekolah Jenis Kebangsaan (Cina) Sentul Pasar,Primary,['Jenis Kebangsaan (C)'],primary,education,None,,None,Public School,None,None,['Jenis Kebangsaan (C)'],None,3.1958889999999998,101.691213
Spectrum International Islamic School (SIIS),Preschool Primary Secondary,None,preschool,education,None,,None,None,None,None,None,Cambridge,3.1661286,101.6894473
Sekolah Kebangsaan Setapak,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.18647,101.705
