name,sub_type,category,line_name,type,latitude,longitude
Sekolah Menengah Kebangsaan Aminuddin Baki,cluster,education,,Public School,3.14012,101.728
Sekolah Menengah Kebangsaan Taman Maluri,secondary,education,,Public School,3.14085,101.73
Sekolah Menengah Kebangsaan Bandar Utama Damansara 3,cluster,education,,Public School,3.1400639999999997,101.606583
Sekolah Menengah Kebangsaan Bandar Utama Damansara (2),secondary,education,,Public School,3.139251,101.61086
Sekolah Jenis Kebangsaan (Tamil) Methodist,primary,education,,Public School,3.143005,101.379108
Sekolah Jenis Kebangsaan (Cina) Tiong Hua Kok Bin,primary,education,,Public School,3.135503,101.439103
Sekolah Kebangsaan Sungai Binjai,primary,education,,Public School,3.137499,101.438484
Sekolah Menengah Kebangsaan Meru,secondary,education,,Public School,3.139622,101.439746
Sekolah Jenis Kebangsaan (Tamil) Kg Pandan,primary,education,,Public School,3.14227,101.73700000000001
Sekolah Kebangsaan Taman Nirwana,primary,education,,Public School,3.143081,101.751851
AeU - Asia e University,tertiary,education,,Private University College,3.139722,101.696
Sekolah Stella Maris - Medan Damansara,primary,education,,Private School,3.1437672,101.6562058
Pavillion Damansara Heights Pusat Bandar Damansara,mrt,transportation,MRT Sungai Buloh-Kajang Line,,3.143259,101.6623
Bandar Utama,lrt,transportation,LRT Bandar Utama-Klang Line,,3.144215,101.6193308
Sekolah Kebangsaan Damansara Utama,primary,education,,Public School,3.140003,101.622771
Mantissa College,tertiary,education,,Private College,3.141232,101.628341
Sekolah Kebangsaan Bandar Utama Damansara 2,primary,education,,Public School,3.1410299999999998,101.614246
Sekolah Kebangsaan Tun Hussein Onn,primary,education,,Public School,3.1432700000000002,101.73899999999999
Ampang,lrt,transportation,LRT Ampang Line,,3.146273,101.76039540000001
Sekolah Menengah Kebangsaan Bandar Utama,secondary,education,,Public School,3.14299,101.61425
Beverly Wilshire Medical Centre,hospital,healthcare,,Private,3.145724,101.721688
Sekolah Kebangsaan Taman Maluri,primary,education,,Public School,3.1422,101.729
Sekolah Jenis Kebangsaan (Cina) Chong Fah Phit Chee,primary,education,,Public School,3.1387,101.713382
Tung Shin Hospital,hospital,healthcare,,Private,3.1465349999999996,101.7039833
Bukit Bintang,monorail,transportation,KL Monorail,,3.1460225,101.7114998
Pavillion Bukit Bintang,mrt,transportation,MRT Sungai Buloh-Kajang Line,,3.1461669999999997,101.710564
Sekolah Menengah Kebangsaan Bukit Bandaraya,secondary,education,,Public School,3.14282,101.67200000000001
Victoria Institution,cluster,education,,Public School,3.13955,101.70299999999999
Advance Tertiary College (ATC) Penang,tertiary,education,,Private College,3.141418,101.69823199999999
Advance Tertiary College (ATC) Kuala Lumpur,tertiary,education,,Private College,3.14145,101.698275
Sekolah Kebangsaan Dato Abu Bakar,primary,education,,Public School,3.1404549999999998,101.714303
Pusat Perubatan Prince Court,hospital,healthcare,,Private,3.148735,101.72198940000001
Sekolah Jenis Kebangsaan (Cina) On Pong,primary,education,,Public School,3.146465,101.761489
Sekolah Jenis Kebangsaan (Tamil) Ampang,primary,education,,Public School,3.147973,101.76321999999999
Pusat Perubatan Joe (Klinik Wanita Dan Kanak-Kanak),hospital,healthcare,,Private,3.1473039000000003,101.76551590000001
Smart Reader,preschool,education,,Preschool,3.1416401,101.626529
The children's house - TTDI,preschool,education,,Preschool,3.1435703,101.6290248
Sekolah Kebangsaan Taman Tun Dr. Ismail (2),primary,education,,Public School,3.1456,101.631
Bandar Utama,mrt,transportation,MRT Sungai Buloh-Kajang Line,,3.1466540000000003,101.618652
Brainy Bunch -  Desa Pandan,elementary,education,,Preschool,3.1469,101.738
Sekolah Jenis Kebangsaan (Cina) Jalan Davidson,cluster,education,,Public School,3.142209,101.703191
Masjid Jamek,lrt,transportation,LRT Kelana Jaya Line,,3.1492696,101.6963775
Manulife Semantan,mrt,transportation,MRT Sungai Buloh-Kajang Line,,3.1509419999999997,101.665245
Sekolah Jenis Kebangsaan (Cina) Puay Chai 2,cluster,education,,Public School,3.146541,101.610986
Surian,mrt,transportation,MRT Sungai Buloh-Kajang Line,,3.149566,101.593712
Raja Chulan,monorail,transportation,KL Monorail,,3.1508783,101.7104323
SEGi University & Colleges Kuala Lumpur,tertiary,education,,Private University,3.1488490000000002,101.576923
UNDO Academy,tertiary,education,,Private College,3.151869,101.59535100000001
Tropicana Medical Centre (M) Sdn. Bhd.,hospital,healthcare,,Private,3.1488296,101.5784713
Sekolah Menengah Kebangsaan (P) Bandaraya,secondary,education,,Public School,3.140675,101.713824
Conlay,mrt,transportation,MRT Sungai Buloh-Serdang-Putrajaya Line,,3.149649,101.718889
Sekolah Menengah Kebangsaan Taman Kosas,secondary,education,,Public School,3.1481779999999997,101.772171
Sekolah Kebangsaan Taman Kosas,primary,education,,Public School,3.1481630000000003,101.773833
KLSMC Hospital,hospital,healthcare,,Private,3.152311,101.665472
Joykids International Preschool,preschool,education,,Preschool,3.151447,101.6028798
Sri KDU International School,primary,education,,International School,3.149676,101.57580300000001
Sekolah Sri KDU - Secondary Campus,secondary,education,,Private School,3.149682,101.57580300000001
Sekolah Sri KDU - Primary Campus,primary,education,,Private School,3.149682,101.57580300000001
SEGi University Kota Damansara,tertiary,education,,Private University,3.149378,101.572234
Sekolah Menengah Kebangsaan Seksyen 4 Kota Damansara,secondary,education,,Public School,3.151698,101.581739
Kota Damansara,mrt,transportation,MRT Sungai Buloh-Kajang Line,,3.150123,101.57869000000001
Sekolah Menengah Kebangsaan (L) Methodist,cluster,education,,Public School,3.14347,101.70100000000001
Sekolah Kebangsaan Methodist (L) Jln Hang Jebat,primary,education,,Public School,3.1438,101.70100000000001
Sekolah Menengah Kebangsaan Confucian,secondary,education,,Public School,3.14424,101.69967700000001
Sekolah Stella Maris - Pudu,secondary,education,,Private School,3.1437,101.7033
Sekolah Kebangsaan Desa Pandan,primary,education,,Public School,3.14973,101.738
Sekolah Kebangsaan Ampang,primary,education,,Public School,3.152714,101.76021300000001
Sekolah Menengah Kebangsaan Taman Tun Dr. Ismail,secondary,education,,Public School,3.14675,101.624
Seven Skies International School (SSI),primary,education,,International School,3.1518992999999997,101.56570620000001
Eaton School House,preschool,education,,Preschool,3.1501639,101.66203359999999
Hi-5 House of Learning,preschool,education,,Preschool,3.1502991000000002,101.6647551
The children's house - Batai,preschool,education,,Preschool,3.1507322,101.6592786
Integrated Islamic School Kota Damansara,primary,education,,International School,3.1525477000000004,101.6004628
Sekolah Jenis Kebangsaan (Cina) Subang,primary,education,,Public School,3.1434919999999997,101.534764
Sekolah Kebangsaan Subang,primary,education,,Public School,3.151813,101.531673
REAL Schools Shah Alam,primary,education,,Private School,3.147775,101.516921
REAL International School - Shah Alam,primary,education,,International School,3.147775,101.516921
Sekolah Menengah Kebangsaan Subang,secondary,education,,Public School,3.151857,101.528276
Sekolah Kebangsaan Jalan U3,primary,education,,Public School,3.1536869999999997,101.544414
Klinik Desa Kampung Melayu Subang,clinic,healthcare,,Government,3.151681,101.533048
Sekolah Kebangsaan Bandar Utama Damansara (4),primary,education,,Public School,3.151993,101.61121700000001
Klinik Desa Dusun Tua,clinic,healthcare,,Government,3.142819,101.83738199999999
The children's house - Bruas,early years,education,,Preschool,3.1508163,101.6593989
Point College,tertiary,education,,Private College,3.154772,101.59047
MUST - Malaysia University of Science and Technology,tertiary,education,,Private University,3.154529,101.59600400000001
Pusat Pakar Ortopedik Quill Orthopedic Specialist Centre,hospital,healthcare,,Private,3.1525534,101.6203102
Bank Negara,ktm komuter,transportation,KTM Seremban Line | KTM Port Klang Line,,3.1547222,101.6930556
Sekolah Kebangsaan Meru (2),primary,education,,Public School,3.153299,101.460825
Bandaraya,lrt,transportation,LRT Ampang Line | LRT Sri Petaling Line,,3.1555582,101.6944651
Sekolah Kebangsaan Seksyen 6 Kota Damansara,primary,education,,Public School,3.156303,101.575983
Cempaka International School - Damansara Heights Campus,primary,education,,International School,3.1517157000000005,101.65698090000001
BERJAYA University College of Hospitality,tertiary,education,,Private University College,3.142547,101.7098878
KLCC East,mrt,transportation,MRT Sungai Buloh-Serdang-Putrajaya Line,,3.1572240000000003,101.71826300000001
HELP University,tertiary,education,,Private University,3.152199,101.67129200000001
Bukit Nanas,monorail,transportation,KL Monorail,,3.1562143,101.7048093
Iraqi Private School Malaysia,primary,education,,Private School,3.1564749,101.7510645
Brainy Bunch - Ampang Point,elementary,education,,Preschool,3.156593,101.750128
Sekolah Menengah Kebangsaan Dato' Ahmad Razali,secondary,education,,Public School,3.1570400000000003,101.759312
The International School of Kuala Lumpur (ISKL),early years,education,,International School,3.154265,101.739499
Tung Shin Academy of Nursing,tertiary,education,,Private College,3.146219,101.70394300000001
Sekolah Jenis Kebangsaan (Cina) Nan Kai,primary,education,,Public School,3.14684,101.705
Mutiara Damansara,mrt,transportation,MRT Sungai Buloh-Kajang Line,,3.155134,101.60884899999999
Klinik Desa Kampung Budiman,clinic,healthcare,,Government,3.157475,101.46914699999999
Sekolah Kebangsaan Sultan Hisamuddin Alam Shah,primary,education,,Public School,3.1513299999999997,101.69200000000001
Sekolah Menengah Kebangsaan Bukit Indah,secondary,education,,Public School,3.155423,101.776753
Sekolah Kebangsaan Taman Bukit Indah,primary,education,,Public School,3.1558330000000003,101.775553
Sekolah Menengah Kebangsaan Bandar Utama Damansara (4),secondary,education,,Public School,3.154266,101.61115699999999
Sekolah Kebangsaan Taman Tun Dr Ismail 1,primary,education,,Public School,3.15332,101.62
Brainy Bunch - Kota Damansara,elementary,education,,Preschool,3.158595,101.581458
Sekolah Kebangsaan Sg Tekali,primary,education,,Public School,3.113281,101.855689
Sekolah Kebangsaan Dusun Tua,primary,education,,Public School,3.150829,101.838493
Klinik Desa Sungai Tekali,clinic,healthcare,,Government,3.110627,101.854849
PTPL - Pusat Teknologi & Pengurusan Lanjutan College,tertiary,education,,Private College,3.157954,101.752697
Sekolah Kebangsaan St. John 2,primary,education,,Public School,3.151068,101.698758
St. John'S Institution,cluster,education,,Public School,3.1511,101.7
Sekolah Kebangsaan St. John 1,primary,education,,Public School,3.15137,101.699
Dang Wangi,lrt,transportation,LRT Kelana Jaya Line,,3.1568574000000003,101.7019369
Medan Tuanku,monorail,transportation,KL Monorail,,3.1591989,101.6989126
YTL International College of Hotel Management,tertiary,education,,Private College,3.147193,101.713901
Gleneagles Kuala Lumpur,hospital,healthcare,,Private,3.1617012000000004,101.7392264
St. John's International School,secondary,education,,International School,3.151079,101.700176
British Council - The Curve,tertiary,education,,Private College,3.158156,101.611419
Hospital Pakar Ampang Puteri (Puteri Specialist Hospital Sdn. Bhd.),hospital,healthcare,,Private,3.1597487999999996,101.7518003
Sultan Ismail,lrt,transportation,LRT Ampang Line | LRT Sri Petaling Line,,3.1612532000000004,101.6941093
Sekolah Kebangsaan Seksyen 11 Kota Damansara,primary,education,,Public School,3.160164,101.593681
Sekolah Jenis Kebangsaan (Cina) Ying Wah,primary,education,,Public School,3.145306,101.35067
Klinik Desa Kampung Tok Muda,clinic,healthcare,,Government,3.140473,101.334586
Ampang Park,lrt,transportation,LRT Kelana Jaya Line,,3.1604158,101.7186392
KLCC,lrt,transportation,LRT Kelana Jaya Line,,3.159091,101.713831
Sekolah Kebangsaan Bkt Damansara,primary,education,,Public School,3.15677,101.656
Sekolah Menengah Kebangsaan Seri Hartamas,secondary,education,,Public School,3.15748,101.647
Ampang Park,mrt,transportation,MRT Sungai Buloh-Serdang-Putrajaya Line,,3.161365,101.718181
Sekolah Jenis Kebangsaan (Tamil) Rri Sungai Buloh,primary,education,,Public School,3.162058333,101.56018329999999
Mutiara International Grammar School (MIGS),primary,education,,International School,3.161425,101.754088
Flamingo International College,tertiary,education,,Private College,3.161895,101.750873
Sekolah Jenis Kebangsaan (Tamil) Ladang Jalan Acob,primary,education,,Public School,3.160354,101.378681
Sekolah Kebangsaan Convent (1) Bukit Nanas,primary,education,,Public School,3.15237,101.70100000000001
Sekolah Kebangsaan Convent (2) Bukit Nanas,primary,education,,Public School,3.15257,101.70100000000001
Klinik Desa Bukit Kapar,clinic,healthcare,,Government,3.1623240000000004,101.417928
Sekolah Menengah Kebangsaan Convent Bukit Nanas,cluster,education,,Public School,3.153028,101.701509
Al-Islam Specialist Hospital,hospital,healthcare,,Private,3.1635649,101.7032048
Kampung Baru,lrt,transportation,LRT Kelana Jaya Line,,3.1613787999999996,101.706696
EtonHouse International School Kuala Lumpur,primary,education,,International School,3.1527,101.7216
Damai,lrt,transportation,LRT Kelana Jaya Line,,3.1644056000000003,101.72448890000001
Dato' Keramat,lrt,transportation,LRT Kelana Jaya Line,,3.16518,101.7296613
The children's house - U-Thant,preschool,education,,Preschool,3.1534791,101.722923
TreeTop House,preschool,education,,Preschool,3.1544849999999998,101.725026
MFA - Malaysian Flying Academy,tertiary,education,,Private College,3.159607,101.664939
Putra,ktm komuter,transportation,KTM Seremban Line | KTM Port Klang Line,,3.165363,101.69093199999999
Sekolah Menengah Kebangsaan Hulu Kelang,secondary,education,,Public School,3.163362,101.747692
Brainy Bunch - Denai Alam (new),elementary,education,,Preschool,3.1616,101.5112
Ecole De Patisserie,tertiary,education,,Private College,3.165037,101.6058
Klinik Kesihatan Dato Keramat ,clinic,healthcare,,Government,3.1667080000000003,101.736419
Jelatek,lrt,transportation,LRT Kelana Jaya Line,,3.1672037,101.7353441
Garden International School Early Years Centre,preschool,education,,Preschool,3.158849,101.64733299999999
PWTC,lrt,transportation,LRT Ampang Line | LRT Sri Petaling Line,,3.1663354999999997,101.6935757
Klinik Desa Sungai Serdang,clinic,healthcare,,Government,3.14902,101.3286
Brainy Bunch  - Sri Hartamas,elementary,education,,Preschool,3.1605,101.6504
Kuala Lumpur Metropolitan University College (KLMUC),tertiary,education,,Private University College,3.1589560000000003,101.695194
KLMUC - Kuala Lumpur Metropolitan University College,tertiary,education,,Private College,3.159008,101.695143
Sekolah Kebangsaan Seri Hartamas,primary,education,,Public School,3.16077,101.654
Global Doctors Centre,hospital,healthcare,,Private,3.1683383,101.6488143
Kampung Baru North,mrt,transportation,MRT Sungai Buloh-Serdang-Putrajaya Line,,3.1681779999999997,101.710704
Chow Kit,monorail,transportation,KL Monorail,,3.1673575,101.69837890000001
Sekolah Kebangsaan Sg Penchala,primary,education,,Public School,3.165438,101.625782
Sekolah Kebangsaan Seksyen 7 Kota Damansara,primary,education,,Public School,3.168543,101.574653
Sekolah Kebangsaan Bukit Kapar,primary,education,,Public School,3.1664369999999997,101.424347
Sekolah Jenis Kebangsaan (Tamil) Appar,primary,education,,Public School,3.15941,101.694
OUM - Open University Malaysia,tertiary,education,,Private University,3.1601310000000002,101.69098699999999
Sekolah Menengah Kebangsaan Seksyen 10 Kota Damansara,secondary,education,,Public School,3.169447,101.579437
